Reporting Year,Reporting Quarter,County,Reporting Organization,Reporting Organization ID,Total Capacity (Certified),Beginning Census,End Census,Male Census,Female Census,# of Residents Age 66-80,# of Residents  Age 81+,Total Admissions,Total Discharges
2014,Annual,Erie,Peregrine's Landing Senior Community,240-S-109,112,97,99,28,71,11,85,41,39
2014,Annual,Clinton,Pine Harbour,090-S-001,66,52,57,14,43,8,49,24,24
2014,Annual,Fulton,Pineview Commons H.F.A.,280-F-034,94,80,82,16,66,11,69,27,25
2014,Annual,Oneida,Presbyterian Residential Community,510-E-065,96,87,92,22,70,18,72,57,50
2014,Annual,Rockland,Promenade at Blue Hill,620-F-085,61,55,51,11,40,8,43,19,24
2014,Annual,Rockland,Promenade at Chestnut Ridge,620-F-081,198,85,103,24,79,12,90,71,53
2014,Annual,Orange,Promenade at Middletown,540-F-032,200,91,118,30,88,29,87,70,44
2014,Annual,Orange,Promenade at Tuxedo Place,540-F-030,89,46,51,15,36,8,40,37,29
2014,Annual,Ontario,Quail Summit,530-S-001,55,36,44,13,31,8,36,46,38
2014,Annual,Queens,Queens Adult Care Center,590-F-309,361,358,356,254,102,94,18,49,51
2014,Annual,Monroe,Rainier Grove at Cherry Ridge,370-F-229,87,74,66,20,46,7,59,39,44
2014,Annual,Cattaraugus,Randolph Manor,040-F-026,50,34,38,11,27,14,23,17,13
2014,Annual,Kings,Regency of Boro Park,331-F-268,200,34,77,25,52,11,63,82,39
2014,Annual,Bronx,RiverSpring Assisted Living,020-E-136,35,18,29,8,21,9,12,26,15
2014,Annual,Delaware,Robinson Terrace Senior Living,220-E-012,60,50,46,13,33,15,28,24,28
2014,Annual,Otsego,Robynwood Home for Adults,570-F-053,47,40,38,,32,14,23,7,9
2014,Annual,Monroe,Rochester Presbyterian Home,370-E-022,102,96,96,16,80,22,72,30,30
2014,Annual,Monroe,Sage Harbor Baywinde,370-F-236,80,58,62,21,41,10,52,50,46
2014,Annual,Jefferson,Samaritan Summit Village,330-E-005,120,96,109,24,85,33,70,77,61
2014,Annual,Onondaga,Sedgwick Heights,520-E-091,154,137,140,50,90,85,41,75,72
2014,Annual,Monroe,Shire at Culverton Adult Home,370-F-025,200,169,173,83,90,75,54,60,57
2014,Annual,Kings,Signature Senior Living,331-F-022,199,81,82,36,46,25,54,61,60
2014,Annual,Nassau,Somerset Gardens,400-S-318,160,152,150,48,102,126,23,37,37
2014,Annual,Erie,St. Elizabeth's Home,240-E-026,117,110,99,31,68,35,40,24,35
2014,Annual,Oswego,St. Francis Commons,560-E-009,60,22,59,8,51,9,50,64,27
2014,Annual,Rockland,St. Joseph's Home,620-E-016,31,30,29,,27,9,19,12,10
2014,Annual,Yates,St. Mark's Terrace EHP #1,910-S-005,27,15,16,,10,7,9,8,7
2014,Annual,Westchester,St. Michael's Home,800-E-038,60,53,54,19,35,13,44,17,17
2014,Annual,Kings,St. Nicholas Home,331-E-125,75,63,59,25,34,32,15,9,13
2014,Annual,Chautauqua,St. Vincent's Home for Aged,060-E-010,45,28,31,16,15,11,14,17,14
2014,Annual,Kings,Sunrise at Mill Basin,331-S-011,142,112,118,24,94,17,98,53,45
2014,Annual,Kings,Sunrise at Sheepshead Bay,331-S-012,189,129,133,37,96,23,105,83,36
2014,Annual,Westchester,Sunrise of Crestwood,800-F-994,116,84,88,22,66,10,76,62,47
2014,Annual,Suffolk,Sunrise of Dix Hills,700-F-923,114,75,87,22,65,10,77,61,46
2014,Annual,Nassau,Sunrise of East Meadow,400-F-322,107,101,105,21,84,22,83,38,35
2014,Annual,Suffolk,Sunrise of East Setauket,700-F-926,109,101,104,27,77,17,87,49,45
2014,Annual,Westchester,Sunrise of Fleetwood,800-F-995,136,96,98,17,81,52,43,59,48
2014,Annual,Nassau,Sunrise of Glen Cove,400-F-327,111,75,84,15,69,22,58,43,34
2014,Annual,Suffolk,Sunrise of Holbrook,700-F-925,109,94,97,27,70,9,87,55,53
2014,Annual,Rockland,Sunrise of New City,620-F-089,120,88,86,31,55,21,64,41,42
2014,Annual,Nassau,Sunrise of Plainview,400-F-323,65,56,56,13,43,9,47,36,37
2014,Annual,Suffolk,Sunrise of Smithtown,700-F-927,104,62,90,22,68,19,70,64,58
2014,Annual,Richmond,Sunrise of Staten Island,610-S-003,121,97,106,41,65,20,86,74,62
2014,Annual,Suffolk,Sunrise of West Babylon,700-F-924,109,94,100,23,77,20,75,47,35
2014,Annual,Queens,"Sutton Gardens, LLC",590-F-326,47,43,46,24,22,10,35,27,23
2014,Annual,Chautauqua,"Tanglewood Manor, Inc",060-F-036,158,125,119,44,75,46,54,52,57
2014,Annual,Rockland,Tappan Zee Manor,620-F-087,150,90,83,30,53,16,65,39,43
2014,Annual,Erie,Tennyson Court,240-F-874,93,71,79,19,60,12,67,49,43
2014,Annual,New York,The 80th Street Residence,420-F-379,70,64,65,19,46,17,46,30,26
2014,Annual,Suffolk,The Arbors at Bohemia,700-F-913,200,147,142,40,102,16,125,67,72
2014,Annual,Suffolk,The Arbors at Hauppauge,700-F-916,200,131,123,45,78,21,101,52,60
2014,Annual,Suffolk,The Arbors at Islandia East,700-F-914,200,145,138,36,102,21,114,74,83
2014,Annual,Suffolk,The Arbors at Islandia West,700-F-915,200,102,102,28,74,15,83,70,70
2014,Annual,Nassau,The Arbors at Westbury,400-F-307,200,115,116,48,68,15,100,61,59
2014,Annual,Nassau,The Bristal at East Meadow,400-S-299,151,99,97,27,70,13,83,32,34
2014,Annual,Suffolk,The Bristal at East Northport,700-S-303,166,149,146,38,108,20,126,60,63
2014,Annual,Nassau,The Bristal at Lynbrook,400-F-335,200,141,124,32,92,14,109,54,68
2014,Annual,Nassau,The Bristal at Massapequa,400-S-314,86,70,71,13,58,7,64,27,25
2014,Annual,Nassau,The Bristal at North Hills,400-F-310,60,53,48,12,36,7,41,7,22
2014,Annual,Nassau,The Bristal at North Hills,400-S-309,140,112,116,20,96,10,106,54,37
2014,Annual,Suffolk,The Bristal at Sayville,700-F-302,155,12,105,23,82,21,84,125,21
2014,Annual,Nassau,The Bristal at Westbury,400-S-300,180,141,143,35,108,14,128,58,56
2014,Annual,Westchester,The Bristal at White Plains,800-S-145,190,102,127,35,92,16,107,82,56
2014,Annual,Wyoming,The Cloisters,900-F-005,48,40,35,,29,7,27,17,22
2014,Annual,Erie,The Courtyards LLC,240-F-872,133,117,119,59,60,52,61,51,49
2014,Annual,Greene,The Eliot at Catskill,300-F-033,99,62,70,31,39,25,31,36,28
2014,Annual,Orange,The Eliot at Erie Station ALP,540-F-028,96,90,90,51,39,36,8,23,22
2014,Annual,Westchester,The Fountains at RiverVue,800-F-981,141,124,118,43,75,7,109,43,44
2014,Annual,Nassau,The Glen at Maple Pointe,400-F-320,60,57,56,13,43,7,49,29,31
2014,Annual,Nassau,The Glen at Maple Pointe,400-S-316,83,78,79,18,61,9,70,45,46
2014,Annual,Broome,The Hearth at Castle Gardens,030-S-044,106,80,79,26,53,14,64,32,33
2014,Annual,Onondaga,The Hearth at Greenpoint Senior Living,520-S-129,130,111,104,28,76,19,81,79,80
2014,Annual,Westchester,The Kensington,800-F-988,130,112,116,28,88,16,98,48,45
2014,Annual,Suffolk,The Lake Shore Assisted Living Residence,700-F-893,200,147,134,46,88,49,75,61,74
2014,Annual,Dutchess,The McClelland Home for Adults,230-F-276,70,42,40,24,16,13,16,11,11
2014,Annual,Schuyler,The New Falls,670-F-006,111,94,97,29,68,47,45,46,39
2014,Annual,Bronx,The New Jewish Home University Avenue Assisted Living,020-S-003,72,,66,26,40,27,28,78,10
2014,Annual,Monroe,The Northfield,370-S-847,79,67,67,10,57,10,55,31,35
2014,Annual,Westchester,The Osborn,800-S-141,103,90,97,22,75,8,89,36,29
2014,Annual,Rensselaer,The Pines at Heartwood,600-F-250,86,77,74,16,58,29,39,24,28
2014,Annual,Putnam,The Plaza at Clover Lake,580-F-001,175,63,96,30,66,17,76,66,34
2014,Annual,Westchester,The Seabury at Fieldhome,800-E-132,85,68,74,24,50,7,67,32,26
2014,Annual,Wayne,The Terrace at Newark,770-F-037,63,59,61,12,49,9,52,31,32
2014,Annual,Bronx,The W Assisted Living at Riverdale,020-F-133,256,239,233,134,99,64,22,23,29
2014,Annual,Orange,The W Senior Living at Goshen,540-F-038,120,103,96,20,76,16,77,35,40
2014,Annual,Kings,The Waterford on the Bay,331-F-272,192,135,143,54,89,35,105,107,99
2014,Annual,Erie,Tonawanda Manor Assisted Living Program,240-F-859,120,93,90,18,72,16,73,60,68
2014,Annual,Cattaraugus,Underwood Manor,040-F-024,32,30,32,13,19,11,7,26,24
2014,Annual,Clinton,Valehaven Home for Adults,090-F-003,40,37,34,14,20,16,9,15,18
2014,Annual,Ulster,Valley Vista Adult Home and Assisted Living Program,740-F-076,89,85,79,22,57,19,55,37,43
2014,Annual,Dutchess,Vassar-Warner Home,230-E-014,58,44,44,9,35,9,33,35,35
2014,Annual,New York,Village Care at 46 and Ten,420-S-379,80,73,73,23,50,37,31,20,19
2014,Annual,Cortland,Walden Place,210-S-001,86,60,64,19,45,11,51,50,46
2014,Annual,New York,West Seventy-Fourth Street Home,420-E-254,95,85,83,34,49,53,19,17,19
2014,Annual,Westchester,Westchester Center for Independent and Assisted Living,800-F-990,195,178,195,84,111,82,68,97,80
2014,Annual,Columbia,Whittier Place,200-E-005,80,73,75,21,54,14,51,37,32
2014,Annual,Westchester,Willow Towers EHP,800-S-131,150,141,131,31,100,14,117,35,42
2014,Annual,Chemung,Woodbrook,070-E-011,80,70,73,18,55,9,63,36,33
2014,Annual,Monroe,Woodcrest Commons,370-E-198,120,87,86,24,62,33,46,48,49
2014,Annual,Suffolk,Woodhaven Home for Adults,700-F-905,181,175,173,59,114,71,64,40,44
2013,Annual,Erie,"Absolut at Orchard Brooke, LLC",240-F-878,80,75,74,24,50,19,52,33,34
2013,Annual,Warren,Adirondack Manor HFA D.B.A Adirondack Manor HFA ALP,750-F-046,60,54,46,16,30,18,14,19,27
2013,Annual,Schenectady,Adirondack Manor HFA D.B.A Scotia Mansion,650-F-078,50,40,39,22,17,16,13,12,13
2013,Annual,Oneida,Adirondack Manor HFA D.B.A. Willow Park HFA,510-F-055,60,58,57,32,25,24,12,18,19
2013,Annual,Kings,Amber Court of Brooklyn,331-F-284,224,212,213,134,79,131,74,51,50
2013,Annual,Bronx,Amber Court of Pelham Gardens,020-F-817,200,194,194,85,109,90,97,66,63
2013,Annual,Nassau,Amber Court of Westbury,400-F-325,225,199,200,37,163,29,170,69,68
2013,Annual,Rockland,Assisted Living at Northern Riverview,620-E-019,105,99,103,37,66,37,44,53,49
2013,Annual,Suffolk,Atria Bay Shore,700-S-305,116,91,94,30,64,9,85,51,49
2013,Annual,Suffolk,Atria East Northport,700-F-929,200,132,140,49,91,22,114,82,80
2013,Annual,Nassau,Atria Glen Cove,400-S-324,128,73,81,22,59,7,74,32,28
2013,Annual,Suffolk,Atria Huntington,700-F-931,122,101,100,30,70,10,90,62,59
2013,Annual,Queens,Atria Kew Gardens,590-S-315,175,125,144,53,91,10,133,76,46
2013,Annual,Westchester,Atria on the Hudson,800-S-147,185,133,140,45,95,111,29,58,52
2013,Annual,Nassau,Atria Park of Great Neck,400-S-326,160,134,131,31,100,12,118,76,80
2013,Annual,Monroe,Atria Penfield,370-F-212,120,98,98,29,69,7,91,112,110
2013,Annual,Nassau,Atria Plainview,400-F-329,99,78,72,14,58,63,8,33,39
2013,Annual,Bronx,Atria Riverdale,020-S-001,195,190,177,53,124,86,87,88,101
2013,Annual,Albany,Atria Shaker,000-S-011,137,136,120,31,89,24,89,73,87
2013,Annual,Suffolk,Atria South Setauket,700-F-933,200,96,89,33,56,11,76,57,63
2013,Annual,Nassau,Atria Tanglewood,400-F-306,160,121,117,30,87,17,96,52,56
2013,Annual,New York,Atria West 86,420-S-389,180,175,168,47,121,27,139,73,78
2013,Annual,Saratoga,Beacon Pointe Memory Care Community,640-F-042,52,48,39,11,28,11,26,47,58
2013,Annual,Queens,Belle Harbor Manor,590-E-293,162,134,148,81,67,55,11,47,33
2013,Annual,Chemung,Bethany Village,070-E-002,144,102,115,21,94,18,95,60,47
2013,Annual,Suffolk,Birchwood Rest Home,700-F-011,101,74,79,25,54,31,42,42,36
2013,Annual,Oswego,Bishop's Commons at St. Luke,560-S-002,68,53,56,20,36,7,48,30,27
2013,Annual,Queens,Boulevard ALP,590-S-317,239,222,220,72,148,56,163,47,49
2013,Annual,Suffolk,Braemar Living at Medford,700-F-921,200,194,197,39,158,48,122,54,52
2013,Annual,Queens,Brandywine Assisted Living at The Savoy,590-S-305,148,139,139,39,100,14,24,58,24
2013,Annual,Suffolk,Brandywine Senior Living at Huntington Terrace,700-S-299,110,60,67,17,50,12,59,44,37
2013,Annual,Monroe,Brentland Woods,370-S-838,60,54,45,7,38,10,35,18,27
2013,Annual,Niagara,"Briarwood Manor, Inc.",500-F-092,160,139,139,25,114,25,100,62,55
2013,Annual,Erie,Bristol Home,240-E-004,55,51,50,,50,15,34,18,20
2013,Annual,Erie,"Bristol Village, Inc.",240-S-107,104,84,80,23,57,11,69,34,38
2013,Annual,Erie,Brompton Heights,240-F-133,200,141,168,42,126,32,133,135,109
2013,Annual,Bronx,Bronxwood,020-E-004,320,263,285,183,102,167,52,100,78
2013,Annual,Erie,Brookdale Bassett Park,240-F-883,76,62,65,15,50,55,21,72,76
2013,Annual,Erie,Brookdale Bassett Road,240-F-882,105,78,56,19,37,10,45,48,71
2013,Annual,Oneida,Brookdale Clinton,510-F-057,40,40,39,9,30,13,26,35,35
2013,Annual,Albany,Brookdale Colonie,000-F-306,94,71,68,28,40,37,30,38,50
2013,Annual,Schenectady,Brookdale East Niskayuna,650-F-101,52,38,38,18,20,26,10,40,38
2013,Annual,Onondaga,Brookdale East Side,520-F-164,79,62,48,18,30,7,40,32,43
2013,Annual,Monroe,Brookdale Fairport,370-F-233,80,67,49,12,37,20,27,35,64
2013,Annual,Onondaga,Brookdale Fayetteville,520-F-145,52,52,49,8,41,9,38,23,26
2013,Annual,Erie,Brookdale Kenmore,240-S-113,120,98,111,27,84,13,94,71,61
2013,Annual,Chautauqua,Brookdale Lakewood,060-S-001,100,56,56,16,40,7,45,30,35
2013,Annual,Onondaga,Brookdale Manlius,520-S-137,86,79,81,24,57,45,30,62,62
2013,Annual,Niagara,Brookdale Niagara Assisted Living,500-S-002,53,53,53,17,36,7,46,43,19
2013,Annual,Niagara,Brookdale Niagara Memory Care,500-F-095,40,39,38,13,25,7,31,34,31
2013,Annual,Schenectady,Brookdale Niskayuna,650-S-071,110,83,86,15,71,37,45,64,29
2013,Annual,Steuben,Brookdale Painted Post,690-F-044,110,73,80,27,53,11,68,61,63
2013,Annual,Monroe,Brookdale Pittsford,370-F-217,52,38,47,8,39,10,35,42,34
2013,Annual,Broome,Brookdale Vestal East,030-F-054,116,52,51,11,40,8,42,25,26
2013,Annual,Broome,Brookdale Vestal West,030-F-056,65,19,28,16,12,7,20,41,29
2013,Annual,Kings,Brooklyn Adult Care Center,331-F-278,216,212,215,152,63,56,7,50,48
2013,Annual,Erie,Brothers of Mercy Sacred Heart Home,240-E-005,70,64,64,21,43,20,44,27,31
2013,Annual,Onondaga,Buckley Landing Enriched Housing Site #6,520-S-121,85,83,83,14,69,17,65,30,30
2013,Annual,New York,Carnegie East House,420-S-387,120,85,89,15,74,8,81,24,20
2013,Annual,Queens,Castle Senior Living At Forest Hills,590-S-307,177,174,170,60,110,81,88,63,67
2013,Annual,Oneida,"Cedarbrook Village, Incorporated",510-S-064,65,52,53,15,38,11,42,23,22
2013,Annual,Queens,"Central Assisted Living, LLC",590-F-322,186,186,186,100,86,84,16,43,43
2013,Annual,Essex,Champlain Valley Senior Community,260-F-018,81,,32,17,15,7,20,42,10
2013,Annual,Chenango,Chenango County Home Preston Manor,080-N-007,48,42,34,13,21,11,20,,9
2013,Annual,Orleans,Cloverhill Adult Home,550-F-002,44,31,34,12,22,11,21,20,17
2013,Annual,Westchester,Country House in Westchester,800-F-006,100,77,89,24,65,10,78,53,37
2013,Annual,Warren,Countryside Adult Home,750-N-006,48,42,41,14,27,7,26,16,17
2013,Annual,Monroe,Crimson Ridge Gardens,370-F-226,52,49,48,14,34,14,33,38,37
2013,Annual,Rensselaer,Danforth Adult Care Center,600-F-244,80,76,75,21,54,19,50,34,35
2013,Annual,Erie,Eden Heights,240-F-900,120,92,88,20,68,11,69,44,48
2013,Annual,Cattaraugus,Eden Heights of Olean,040-F-028,120,86,85,17,68,13,71,38,45
2013,Annual,Erie,Eden Heights of West Seneca,240-F-848,120,93,106,32,74,15,86,69,57
2013,Annual,Richmond,"Eger Harbor House, Inc.",610-S-001,75,75,75,13,62,12,63,25,25
2013,Annual,Erie,Elderwood Assisted Living at Hamburg,240-S-117,103,83,72,8,64,9,59,47,64
2013,Annual,Erie,Elderwood Assisted Living at Heathwood,240-F-880,115,105,101,22,79,18,81,53,59
2013,Annual,Erie,Elderwood Assisted Living at West Seneca,240-S-119,128,110,107,10,97,7,100,51,64
2013,Annual,Queens,Elm York Home for Adults,590-F-319,262,262,262,127,135,84,19,33,47
2013,Annual,Monroe,Emeritus at the Landing of Brockport,370-S-849,110,90,106,22,84,15,87,70,54
2013,Annual,Warren,Emeritus at the Landing of Queensbury,750-S-003,88,74,82,24,58,21,58,61,72
2013,Annual,Rockland,Evergreen Court Home for Adults - delete,620-F-077,200,134,130,74,56,56,15,7,11
2013,Annual,Cayuga,Faatz-Crofut Home for the Elderly,050-E-006,56,49,48,9,39,10,34,21,22
2013,Annual,Rensselaer,Fawn Ridge Senior Living,600-F-248,155,152,146,84,62,44,10,68,74
2013,Annual,Westchester,Five Star Premier Residences of Yonkers,800-F-992,40,30,27,9,18,13,12,12,15
2013,Annual,Westchester,Five Star Premier Residences of Yonkers,800-S-143,84,70,60,20,40,8,52,26,36
2013,Annual,Chautauqua,Fredonia Place,060-S-003,84,74,71,25,46,10,61,45,48
2013,Annual,Chautauqua,Frewsburg Rest Home,060-F-035,81,57,60,19,41,15,42,32,30
2013,Annual,Erie,Garden House,240-S-121,48,,41,10,31,10,31,53,12
2013,Annual,Kings,Garden of Eden Assisted Living Program,331-F-280,202,194,193,69,124,87,30,24,25
2013,Annual,Genesee,Genesee Adult Home,290-F-007,80,52,36,11,25,8,21,29,45
2013,Annual,Monroe,Glenmere at Cloverwood,370-S-845,77,54,58,10,48,9,49,30,29
2013,Annual,Erie,Glenwell,240-E-146,120,89,93,24,69,18,69,64,60
2013,Annual,Monroe,Grande'Vie Senior Living Community,370-F-231,178,119,120,37,83,25,92,87,83
2013,Annual,Otsego,Hampshire House Adult Home,570-F-048,65,60,56,17,39,7,48,37,41
2013,Annual,Nassau,Harbor House,400-F-305,136,116,128,31,97,28,97,90,78
2013,Annual,Richmond,Harbor Terrace Adult Home and Assisted Living,610-F-064,427,371,352,224,128,83,13,26,45
2013,Annual,Kings,Harbor View Home for Adults,331-F-282,162,95,98,39,59,14,81,45,42
2013,Annual,Rensselaer,"Hawthorne Ridge, Inc.",600-E-114,66,66,61,14,47,9,51,39,39
2013,Annual,Monroe,Heather Heights of Pittsford,370-F-220,120,107,108,34,74,14,90,90,8
2013,Annual,Monroe,Heathwood Assisted Living at Penfield,370-S-852,108,88,84,18,66,19,66,50,56
2013,Annual,Dutchess,"Hedgewood ALP, LLC",230-F-082,200,198,196,142,54,48,7,42,45
2013,Annual,Monroe,Hilton East Assisted Living,370-F-208,205,152,142,53,89,39,79,70,79
2013,Annual,Saratoga,Home of the Good Shepherd at Highpointe,640-E-036,86,78,77,13,64,12,64,43,44
2013,Annual,Greene,Home Sweet Home on the Hudson,300-F-030,60,47,45,9,36,7,36,37,39
2013,Annual,Ontario,Horizons,530-E-051,76,61,62,11,51,21,40,38,38
2013,Annual,Chautauqua,Hultquist Place,060-E-015,96,88,94,13,81,10,84,40,34
2013,Annual,Broome,Ideal Senior Living Center,030-E-039,70,59,61,10,51,13,47,26,25
2013,Annual,Ulster,Ivy Lodge,740-F-082,40,26,29,7,22,17,11,9,7
2013,Annual,Nassau,Jones Manor on the Sound,400-E-117,46,41,40,18,22,9,26,8,9
2013,Annual,Essex,Keene Valley Neighborhood House,260-E-006,50,49,44,15,29,15,25,23,30
2013,Annual,Onondaga,Keepsake Village at Greenpoint,520-F-143,57,54,54,16,38,7,47,45,45
2013,Annual,Erie,Ken-Ton Presbyterian Village EHP,240-S-089,49,44,42,8,34,12,29,15,17
2013,Annual,Erie,Kenwell,240-E-843,148,117,97,41,56,54,20,31,51
2013,Annual,Albany,Kenwood Manor,000-E-282,67,54,54,14,40,8,44,24,35
2013,Annual,Oswego,Ladies Home of Oswego,560-E-007,21,15,21,,21,8,13,32,11
2013,Annual,Monroe,Laurelwood at the Highlands,370-S-835,68,56,53,12,41,8,45,26,29
2013,Annual,Queens,Long Island Living Center,590-F-328,306,156,164,61,103,64,92,45,37
2013,Annual,Tompkins,"Longview, an Ithacare Community",730-E-002,96,87,83,16,67,25,56,44,48
2013,Annual,Onondaga,Loretto EHP #1 Bernardine Apartments,520-S-054,148,114,106,20,86,83,20,39,47
2013,Annual,New York,Lott Assisted Living Residence,420-S-391,131,122,124,39,85,48,76,31,33
2013,Annual,Albany,Loudonville Home for Adults (old),000-F-304,80,62,64,20,44,9,52,18,13
2013,Annual,Oneida,Lutheran Home of Central New York,510-E-007,68,49,52,12,40,11,41,25,18
2013,Annual,Queens,"Madison York Assisted Living Community, LLC",590-F-320,226,220,219,124,95,106,65,63,64
2013,Annual,Queens,Madison York Home for Adults,590-F-321,202,198,192,115,77,100,26,49,53
2013,Annual,Allegany,Manor Hills,010-F-017,137,110,110,30,80,24,77,47,47
2013,Annual,Westchester,Maplewood Commons,800-S-149,80,50,50,,45,41,9,12,12
2013,Annual,Schoharie,Marchand Manor,660-F-051,36,32,29,13,16,11,16,,9
2013,Annual,Richmond,"Mariners Residence, Inc.",610-F-066,270,169,130,68,62,64,24,25,64
2013,Annual,Albany,Marjorie Doyle Rockwell Center,000-E-283,52,47,52,7,45,17,35,24,19
2013,Annual,Erie,Mary Agnes Manor ALP,240-F-868,230,200,184,93,91,87,12,70,86
2013,Annual,Albany,McAuley Residence,000-E-001,48,43,45,,42,10,35,10,9
2013,Annual,Onondaga,McHarrie Pointe,520-E-093,47,39,41,13,28,7,34,20,21
2013,Annual,Suffolk,McPeak's Adult Home,700-F-051,51,43,40,9,31,12,27,35,23
2013,Annual,Jefferson,Meadowbrook Terrace Assisted Living Facility,330-E-004,60,,23,,17,12,10,47,24
2013,Annual,Westchester,Meadowview at the Wartburg,800-S-125,105,98,102,13,89,19,83,41,37
2013,Annual,Chautauqua,Memory Garden,060-F-040,56,46,45,15,30,11,33,52,53
2013,Annual,Suffolk,Missionary Sisters of St. Benedict,700-E-054,60,41,44,,42,7,37,17,14
2013,Annual,Orange,Mount Alverno Center,540-E-051,85,69,66,17,49,19,43,38,41
2013,Annual,Richmond,New Broadview Home For Adults,610-F-067,200,178,170,102,68,81,34,25,33
2013,Annual,Queens,New Gloria's Manor Home for Adults,590-F-307,172,144,155,120,35,44,45,38,7
2013,Annual,Queens,"New Homestead Home for Adults, Inc.",590-F-311,163,100,110,41,69,30,65,41,31
2013,Annual,Cayuga,North Brook Heights Home for Adults,050-F-022,178,110,114,38,76,45,49,77,73
2013,Annual,Kings,Norwegian Christian Home and Health Care Center,331-E-030,88,84,84,25,59,26,55,19,19
2013,Annual,New York,NY Found-Sr Citizens EHP#4 Ridge Street Gardens,420-S-375,47,43,44,16,28,17,27,9,7
2013,Annual,New York,NY Found-Sr Citizens EHP#5 Clinton Gardens,420-S-376,47,46,45,21,24,30,14,7,8
2013,Annual,Rockland,Old Peoples Russian Orthodox Convent,620-E-010,76,30,29,,25,7,20,10,11
